X Filtered Pixel; Y Filtered Pixel; X Filtered Normalized; Y Filtered Normalized; X Raw Normalized; Y Raw Normalized; Distance to Camera in mm; Eye Aspect Ratio (Height/Width); Blinking; Timestamp With Milliseconds; Unix Timestamp In Milliseconds; AOI List; Additional Notes
729;646;0.3798985;0.5988508;0.3798985;0.5988508;512.4;0.253504;False;11/21/2025 3:58:50 PM:547;1763711930547;;
710;648;0.3701214;0.6004161;0.3073153;0.6356002;514.6;0.215822;False;11/21/2025 3:58:50 PM:579;1763711930579;;
729;647;0.3801941;0.5999931;0.4603883;0.5789483;519.2;0.2174905;False;11/21/2025 3:58:50 PM:599;1763711930599;;
733;646;0.3821202;0.5987296;0.4183518;0.5589809;523.5;0.2253684;False;11/21/2025 3:58:50 PM:618;1763711930618;;
733;646;0.3821163;0.598673;0.3801789;0.58911;527.5;0.2262765;False;11/21/2025 3:58:50 PM:636;1763711930636;;
737;646;0.3840629;0.5989102;0.4196756;0.6150072;532.4;0.2279295;False;11/21/2025 3:58:50 PM:656;1763711930656;;
740;647;0.3855639;0.5990989;0.4196782;0.6150061;536.9;0.2279375;False;11/21/2025 3:58:50 PM:677;1763711930677;;
751;646;0.3912222;0.5990371;0.4555388;0.5908804;537.8;0.2349626;False;11/21/2025 3:58:50 PM:696;1763711930696;;
766;646;0.3994631;0.5988887;0.4784356;0.5850145;538.5;0.2361;False;11/21/2025 3:58:50 PM:715;1763711930715;;
778;646;0.4055561;0.5988408;0.474754;0.5903893;539.5;0.2018304;False;11/21/2025 3:58:50 PM:734;1763711930734;;
781;647;0.4068169;0.5991086;0.4426022;0.6181805;540.3;0.2026474;False;11/21/2025 3:58:50 PM:751;1763711930751;;
783;647;0.408246;0.599089;0.4460496;0.5940238;542.0;0.1992636;False;11/21/2025 3:58:50 PM:769;1763711930769;;
786;647;0.4095801;0.5990824;0.4470395;0.5960106;543.5;0.2001315;False;11/21/2025 3:58:50 PM:788;1763711930788;;
790;646;0.4115019;0.5990267;0.4546233;0.5903226;544.9;0.2161165;False;11/21/2025 3:58:50 PM:809;1763711930809;;
802;646;0.4180999;0.5987265;0.4915209;0.5784484;544.8;0.224582;False;11/21/2025 3:58:50 PM:829;1763711930829;;
810;646;0.4221685;0.5985825;0.4878839;0.5819551;544.7;0.2254363;False;11/21/2025 3:58:50 PM:845;1763711930845;;
768;646;0.4001931;0.59885;0.2877544;0.6157214;544.4;0.2207323;False;11/21/2025 3:58:50 PM:865;1763711930865;;
738;646;0.3845249;0.5990714;0.2879181;0.6157995;544.1;0.2209114;False;11/21/2025 3:58:50 PM:883;1763711930883;;
743;646;0.3872713;0.5987946;0.4452758;0.5791488;543.8;0.2175156;False;11/21/2025 3:58:50 PM:902;1763711930902;;
747;646;0.3893333;0.5985817;0.4455348;0.5790456;543.5;0.2183172;False;11/21/2025 3:58:50 PM:917;1763711930917;;
747;647;0.389366;0.5991898;0.390378;0.6260813;544.9;0.2061786;False;11/21/2025 3:58:50 PM:936;1763711930936;;
758;646;0.3947917;0.5989251;0.4705308;0.5791152;546.0;0.2203212;False;11/21/2025 3:58:50 PM:954;1763711930954;;
765;646;0.3989418;0.5987123;0.47087;0.578977;547.1;0.2213615;False;11/21/2025 3:58:50 PM:971;1763711930971;;
793;643;0.4135146;0.5954738;0.5250055;0.5282368;545.3;0.2224659;False;11/21/2025 3:58:50 PM:989;1763711930989;;
814;640;0.4243361;0.5929117;0.5250332;0.5282204;543.6;0.2225315;False;11/21/2025 3:58:51 PM:7;1763711931007;;
815;640;0.4245101;0.5930985;0.448951;0.6046253;547.0;0.1991418;False;11/21/2025 3:58:51 PM:25;1763711931025;;
815;640;0.4245857;0.5933353;0.4465739;0.6075935;550.1;0.1998779;False;11/21/2025 3:58:51 PM:44;1763711931044;;
815;640;0.4246029;0.5934681;0.4253145;0.6039329;550.8;0.2109222;False;11/21/2025 3:58:51 PM:62;1763711931062;;
815;640;0.4246639;0.5934774;0.4283187;0.5954023;551.5;0.2118748;False;11/21/2025 3:58:51 PM:80;1763711931080;;
854;633;0.4451765;0.586342;0.5730054;0.4854884;552.8;0.2280886;False;11/21/2025 3:58:51 PM:98;1763711931098;;
851;633;0.4437317;0.5866828;0.4139681;0.605346;553.3;0.2140922;False;11/21/2025 3:58:51 PM:115;1763711931115;;
849;633;0.442614;0.5869542;0.4141765;0.6052587;553.9;0.2147144;False;11/21/2025 3:58:51 PM:132;1763711931132;;
847;634;0.4416066;0.5872048;0.4142461;0.6052295;554.3;0.2149235;False;11/21/2025 3:58:51 PM:147;1763711931147;;
845;634;0.4403383;0.5876641;0.4100685;0.6121885;553.5;0.1974861;False;11/21/2025 3:58:51 PM:166;1763711931166;;
843;635;0.4393734;0.5880213;0.4102021;0.612132;552.8;0.1978595;False;11/21/2025 3:58:51 PM:182;1763711931182;;
811;636;0.4224424;0.5889459;0.3113997;0.6264917;553.9;0.2002931;False;11/21/2025 3:58:51 PM:200;1763711931200;;
785;636;0.4089468;0.58977;0.3122515;0.6262788;554.9;0.2007635;False;11/21/2025 3:58:51 PM:218;1763711931218;;
794;636;0.4139399;0.5895661;0.4781217;0.575703;555.0;0.2109628;False;11/21/2025 3:58:51 PM:235;1763711931235;;
805;636;0.419625;0.5890168;0.4891225;0.5632246;555.0;0.2126782;False;11/21/2025 3:58:51 PM:253;1763711931253;;
799;636;0.4163327;0.5897725;0.3683308;0.6246608;554.3;0.206834;False;11/21/2025 3:58:51 PM:270;1763711931270;;
795;637;0.4142151;0.5902221;0.3759244;0.6182845;553.7;0.2079453;False;11/21/2025 3:58:51 PM:287;1763711931287;;
790;638;0.4118477;0.5909642;0.3706084;0.6268027;554.4;0.2206468;False;11/21/2025 3:58:51 PM:306;1763711931306;;
795;638;0.4140849;0.5908378;0.4564673;0.5811036;555.7;0.2288464;False;11/21/2025 3:58:51 PM:323;1763711931323;;
795;638;0.4141471;0.5908245;0.4227694;0.5886325;556.8;0.2306658;False;11/21/2025 3:58:51 PM:338;1763711931338;;
803;637;0.4183491;0.590612;0.4788288;0.5755211;558.7;0.2136865;False;11/21/2025 3:58:51 PM:355;1763711931355;;
821;637;0.4276625;0.5898686;0.5204884;0.556796;560.4;0.2144651;False;11/21/2025 3:58:51 PM:369;1763711931369;;
905;618;0.4716569;0.5729422;0.6497272;0.4191004;562.6;0.2267635;False;11/21/2025 3:58:51 PM:385;1763711931385;;
961;604;0.5008464;0.5597604;0.6381365;0.4242398;564.5;0.2276648;False;11/21/2025 3:58:51 PM:402;1763711931402;;
931;605;0.4852862;0.5607299;0.3595116;0.6002855;563.6;0.2278305;False;11/21/2025 3:58:51 PM:418;1763711931418;;
909;606;0.47377;0.5615135;0.3616673;0.599749;562.8;0.2292647;False;11/21/2025 3:58:51 PM:433;1763711931433;;
913;604;0.4756172;0.5601184;0.5054789;0.5170044;562.9;0.2279631;False;11/21/2025 3:58:51 PM:451;1763711931451;;
913;601;0.4755901;0.5567781;0.4563031;0.485914;563.0;0.2289534;False;11/21/2025 3:58:51 PM:465;1763711931465;;
925;595;0.4821154;0.5511407;0.5409106;0.4660098;563.2;0.226936;False;11/21/2025 3:58:51 PM:485;1763711931485;;
934;590;0.4867139;0.5470064;0.5405647;0.4661243;563.4;0.2267376;False;11/21/2025 3:58:51 PM:501;1763711931501;;
859;592;0.4477605;0.5487776;0.2758562;0.5964674;564.7;0.2211179;False;11/21/2025 3:58:51 PM:518;1763711931518;;
810;593;0.422056;0.5499399;0.2787903;0.5922554;565.8;0.2224381;False;11/21/2025 3:58:51 PM:533;1763711931533;;
765;595;0.3987146;0.5512592;0.2756985;0.5948927;566.8;0.2228142;False;11/21/2025 3:58:51 PM:550;1763711931550;;
771;593;0.4018817;0.5497147;0.4644017;0.5037286;567.6;0.2396696;False;11/21/2025 3:58:51 PM:567;1763711931567;;
758;593;0.3949941;0.5498211;0.3292079;0.5623955;568.2;0.2415717;False;11/21/2025 3:58:51 PM:583;1763711931583;;
744;596;0.3875008;0.5520241;0.3250151;0.6058814;568.8;0.2204807;False;11/21/2025 3:58:51 PM:603;1763711931603;;
732;598;0.3816481;0.5538344;0.3243311;0.6060526;569.2;0.2200734;False;11/21/2025 3:58:51 PM:620;1763711931620;;
721;599;0.3758247;0.5549347;0.3170555;0.59826;568.3;0.2050519;False;11/21/2025 3:58:51 PM:638;1763711931638;;
708;599;0.3689743;0.5549868;0.3002539;0.5701008;567.5;0.2057788;False;11/21/2025 3:58:51 PM:653;1763711931653;;
749;596;0.3903058;0.5522611;0.5222691;0.4937758;569.4;0.2465299;False;11/21/2025 3:58:51 PM:671;1763711931671;;
696;596;0.3627759;0.5522761;0.2281071;0.5607276;567.2;0.2237026;False;11/21/2025 3:58:51 PM:689;1763711931689;;
666;596;0.3471832;0.5525696;0.2438697;0.5773153;565.2;0.2245922;False;11/21/2025 3:58:51 PM:705;1763711931705;;
658;597;0.3429021;0.5528383;0.2951319;0.5763653;567.0;0.2177124;False;11/21/2025 3:58:51 PM:724;1763711931724;;
651;597;0.3393546;0.5530771;0.2954428;0.5762745;568.5;0.2178831;False;11/21/2025 3:58:51 PM:742;1763711931742;;
692;594;0.3606535;0.5501908;0.4881262;0.4920231;567.0;0.2191076;False;11/21/2025 3:58:51 PM:760;1763711931760;;
726;587;0.3786301;0.544434;0.5012074;0.4531885;565.6;0.2201522;False;11/21/2025 3:58:51 PM:775;1763711931775;;
689;587;0.3593496;0.5443277;0.2461501;0.5334828;569.5;0.2220266;False;11/21/2025 3:58:51 PM:795;1763711931795;;
663;587;0.3458068;0.5442435;0.2461565;0.5334867;573.0;0.2220342;False;11/21/2025 3:58:51 PM:812;1763711931812;;
661;588;0.3445607;0.5445847;0.3162011;0.5670078;573.3;0.2355413;False;11/21/2025 3:58:51 PM:828;1763711931828;;
657;588;0.3424834;0.5449355;0.3027429;0.5693319;573.6;0.236693;False;11/21/2025 3:58:51 PM:845;1763711931845;;
628;588;0.3272382;0.5449372;0.2236357;0.5479718;573.5;0.2138823;False;11/21/2025 3:58:51 PM:863;1763711931863;;
