X Filtered Pixel; Y Filtered Pixel; X Filtered Normalized; Y Filtered Normalized; X Raw Normalized; Y Raw Normalized; Distance to Camera in mm; Eye Aspect Ratio (Height/Width); Blinking; Timestamp With Milliseconds; Unix Timestamp In Milliseconds; AOI List; Additional Notes
336;581;0.1753177;0.5383001;0.1753177;0.5383001;368.2;0.191511;False;11/21/2025 4:00:01 PM:939;1763712001939;;
336;581;0.1752035;0.5380782;0.166387;0.5216964;368.6;0.1924094;False;11/21/2025 4:00:01 PM:962;1763712001962;;
337;581;0.1760267;0.5383938;0.1997838;0.5576733;370.7;0.1538171;True;11/21/2025 4:00:01 PM:981;1763712001981;;
339;581;0.1765897;0.5386037;0.1969744;0.5549986;372.6;0.1536672;True;11/21/2025 4:00:02 PM:2;1763712002002;;
341;582;0.1776711;0.5390565;0.2064572;0.5638716;374.5;0.1506312;True;11/21/2025 4:00:02 PM:23;1763712002023;;
342;582;0.1786432;0.539476;0.2077886;0.565173;376.2;0.1504808;True;11/21/2025 4:00:02 PM:42;1763712002042;;
343;582;0.1790328;0.5396331;0.1986491;0.5566325;377.2;0.1532328;True;11/21/2025 4:00:02 PM:63;1763712002063;;
343;582;0.1790828;0.5396572;0.1901583;0.5499257;378.1;0.1407303;True;11/21/2025 4:00:02 PM:85;1763712002085;;
343;582;0.1790887;0.5396584;0.1877195;0.5472491;379.0;0.1406298;True;11/21/2025 4:00:02 PM:102;1763712002102;;
343;582;0.1790941;0.5396598;0.1876907;0.5472156;379.7;0.1405962;True;11/21/2025 4:00:02 PM:122;1763712002122;;
343;582;0.1789006;0.5394967;0.1702867;0.5280766;379.2;0.1583215;True;11/21/2025 4:00:02 PM:141;1763712002141;;
342;581;0.1782477;0.5388842;0.1591623;0.5129472;377.8;0.1661801;True;11/21/2025 4:00:02 PM:160;1763712002160;;
341;581;0.1776891;0.5383554;0.1590872;0.5128559;376.5;0.1660593;True;11/21/2025 4:00:02 PM:178;1763712002178;;
340;580;0.1771868;0.5379263;0.1590999;0.5142788;375.5;0.1832319;False;11/21/2025 4:00:02 PM:198;1763712002198;;
339;580;0.176752;0.5375518;0.1590198;0.5141796;374.6;0.1830833;False;11/21/2025 4:00:02 PM:217;1763712002217;;
337;579;0.1760011;0.5369192;0.15182;0.5057899;371.2;0.1803956;False;11/21/2025 4:00:02 PM:236;1763712002236;;
335;578;0.1749276;0.5358392;0.1456013;0.4951028;369.5;0.1872749;False;11/21/2025 4:00:02 PM:256;1763712002256;;
334;577;0.1740382;0.5349368;0.1455797;0.495076;368.0;0.1872353;False;11/21/2025 4:00:02 PM:275;1763712002275;;
330;576;0.1720586;0.5336836;0.1324143;0.4886437;367.1;0.1884514;False;11/21/2025 4:00:02 PM:295;1763712002295;;
327;575;0.1705613;0.532719;0.1323867;0.4886054;366.3;0.1883937;False;11/21/2025 4:00:02 PM:314;1763712002314;;
326;575;0.1700883;0.5325233;0.1460794;0.5066237;363.4;0.2002099;False;11/21/2025 4:00:02 PM:333;1763712002333;;
325;574;0.1695884;0.532362;0.1440034;0.5068072;362.0;0.1885495;False;11/21/2025 4:00:02 PM:354;1763712002354;;
324;574;0.1691396;0.532214;0.1439131;0.5067012;360.7;0.1884062;False;11/21/2025 4:00:02 PM:374;1763712002374;;
323;574;0.1683836;0.5318117;0.1371178;0.4975108;359.9;0.188199;False;11/21/2025 4:00:02 PM:393;1763712002393;;
321;573;0.1674904;0.5312285;0.1339919;0.4921862;358.9;0.1976943;False;11/21/2025 4:00:02 PM:413;1763712002413;;
320;573;0.1668758;0.5307738;0.136229;0.4932335;358.1;0.197649;False;11/21/2025 4:00:02 PM:432;1763712002432;;
320;573;0.1667553;0.530746;0.1457749;0.5092027;357.4;0.1981042;False;11/21/2025 4:00:02 PM:453;1763712002453;;
320;573;0.1667468;0.5306887;0.1490144;0.5124061;357.3;0.1981363;False;11/21/2025 4:00:02 PM:471;1763712002471;;
319;572;0.1663737;0.5303184;0.1392389;0.4948272;356.8;0.2036381;False;11/21/2025 4:00:02 PM:491;1763712002491;;
