X Filtered Pixel; Y Filtered Pixel; X Filtered Normalized; Y Filtered Normalized; X Raw Normalized; Y Raw Normalized; Distance to Camera in mm; Eye Aspect Ratio (Height/Width); Blinking; Timestamp With Milliseconds; Unix Timestamp In Milliseconds; AOI List; Additional Notes
532;567;0.3275995;0.6207896;0.3275995;0.6207896;656.8;0.1755293;False;11/21/2025 4:14:07 PM:197;1763712847197;;
491;561;0.3029339;0.6145007;0.1952288;0.5372817;659.2;0.1603534;True;11/21/2025 4:14:07 PM:226;1763712847226;;
491;561;0.3025513;0.6145554;0.2842897;0.6211722;661.4;0.166911;True;11/21/2025 4:14:07 PM:244;1763712847244;;
477;558;0.2938699;0.6110147;0.2101717;0.5344906;664.8;0.1858756;False;11/21/2025 4:14:07 PM:264;1763712847264;;
466;555;0.2871007;0.6081245;0.2102387;0.5345567;667.9;0.1859438;False;11/21/2025 4:14:07 PM:282;1763712847282;;
488;553;0.300843;0.605242;0.4037181;0.531386;666.5;0.1793971;False;11/21/2025 4:14:07 PM:302;1763712847302;;
505;551;0.3109611;0.6029713;0.4044553;0.5310764;665.3;0.1797015;False;11/21/2025 4:14:07 PM:319;1763712847319;;
507;546;0.3122201;0.5977754;0.3435034;0.4987386;668.2;0.1806893;False;11/21/2025 4:14:07 PM:339;1763712847339;;
508;542;0.31321;0.5937465;0.3435899;0.4986905;670.9;0.1808043;False;11/21/2025 4:14:07 PM:357;1763712847357;;
534;538;0.3290715;0.5895647;0.445299;0.4919893;672.8;0.1755608;False;11/21/2025 4:14:07 PM:375;1763712847375;;
548;537;0.3375521;0.5875643;0.4258772;0.5104416;674.6;0.1759877;False;11/21/2025 4:14:07 PM:392;1763712847392;;
549;530;0.3386467;0.5799565;0.3695926;0.455285;675.5;0.1872471;False;11/21/2025 4:14:07 PM:411;1763712847411;;
548;531;0.3376046;0.5813659;0.309058;0.612705;674.6;0.178425;False;11/21/2025 4:14:07 PM:431;1763712847431;;
539;531;0.332328;0.5815324;0.2610228;0.589268;673.8;0.1786531;False;11/21/2025 4:14:07 PM:448;1763712847448;;
538;530;0.3318889;0.5809327;0.3108992;0.5327632;674.4;0.1795301;False;11/21/2025 4:14:07 PM:466;1763712847466;;
538;530;0.331498;0.5803602;0.3113596;0.5325773;674.9;0.1797354;False;11/21/2025 4:14:07 PM:486;1763712847486;;
531;530;0.3275684;0.5805846;0.2647834;0.5901858;673.8;0.1785034;False;11/21/2025 4:14:07 PM:504;1763712847504;;
531;530;0.3275017;0.5806159;0.3155592;0.5823368;674.7;0.1889308;False;11/21/2025 4:14:07 PM:523;1763712847523;;
531;530;0.3274513;0.5806393;0.3156207;0.5823138;675.4;0.1889509;False;11/21/2025 4:14:07 PM:540;1763712847540;;
539;529;0.332227;0.5792276;0.3933583;0.519401;675.2;0.1800555;False;11/21/2025 4:14:07 PM:557;1763712847557;;
539;529;0.3323707;0.5793877;0.3424788;0.5884677;675.1;0.1802637;False;11/21/2025 4:14:07 PM:573;1763712847573;;
536;529;0.3305969;0.5796832;0.2888432;0.5934417;672.2;0.1913439;False;11/21/2025 4:14:07 PM:592;1763712847592;;
534;530;0.3292158;0.5799174;0.2888605;0.5934461;669.7;0.1913587;False;11/21/2025 4:14:07 PM:608;1763712847608;;
539;527;0.3319412;0.5766143;0.3771917;0.4964364;667.8;0.1848678;False;11/21/2025 4:14:07 PM:627;1763712847627;;
545;523;0.3361163;0.5727167;0.3952386;0.4829274;666.2;0.1850401;False;11/21/2025 4:14:07 PM:645;1763712847645;;
532;523;0.3276799;0.5724235;0.2412482;0.5363354;665.8;0.1905;False;11/21/2025 4:14:07 PM:664;1763712847664;;
523;522;0.3220957;0.5721909;0.2483166;0.5368812;665.5;0.1909172;False;11/21/2025 4:14:07 PM:681;1763712847681;;
555;516;0.3420816;0.5648759;0.4680895;0.4445299;664.5;0.1954709;False;11/21/2025 4:14:07 PM:699;1763712847699;;
559;511;0.3447489;0.5594853;0.3928244;0.4454376;663.5;0.195702;False;11/21/2025 4:14:07 PM:715;1763712847715;;
540;511;0.3328081;0.5592204;0.226504;0.5175396;663.6;0.1926769;False;11/21/2025 4:14:07 PM:732;1763712847732;;
525;510;0.323885;0.559012;0.2268595;0.5178594;663.6;0.1930397;False;11/21/2025 4:14:07 PM:748;1763712847748;;
510;510;0.3140686;0.5588248;0.2209339;0.5190904;665.7;0.2125939;False;11/21/2025 4:14:07 PM:766;1763712847766;;
498;510;0.3067263;0.5586722;0.2208942;0.5190557;667.5;0.2125334;False;11/21/2025 4:14:07 PM:784;1763712847784;;
485;509;0.2991118;0.5578468;0.212841;0.5003541;666.5;0.2092031;False;11/21/2025 4:14:07 PM:801;1763712847801;;
475;509;0.2931026;0.5571626;0.2132223;0.500698;665.6;0.2097739;False;11/21/2025 4:14:07 PM:817;1763712847817;;
470;509;0.2899647;0.556984;0.2321989;0.5447027;668.1;0.2041329;False;11/21/2025 4:14:07 PM:837;1763712847837;;
466;508;0.2874695;0.5568371;0.2323091;0.5447962;670.2;0.2040166;False;11/21/2025 4:14:07 PM:853;1763712847853;;
452;508;0.2786135;0.55601;0.1818124;0.4993669;670.9;0.2180247;False;11/21/2025 4:14:07 PM:871;1763712847871;;
442;507;0.2727789;0.5557925;0.1915773;0.5135628;671.5;0.2186044;False;11/21/2025 4:14:07 PM:888;1763712847888;;
443;504;0.2733852;0.55237;0.2913024;0.4576305;676.6;0.2060539;False;11/21/2025 4:14:07 PM:905;1763712847905;;
435;503;0.2678666;0.5504983;0.1912215;0.4737725;678.3;0.2090221;False;11/21/2025 4:14:07 PM:923;1763712847923;;
428;501;0.263939;0.5490786;0.1924441;0.4739557;679.9;0.2092047;False;11/21/2025 4:14:07 PM:939;1763712847939;;
427;500;0.2631546;0.5476319;0.2273959;0.474454;685.6;0.2185124;False;11/21/2025 4:14:07 PM:956;1763712847956;;
426;499;0.262567;0.5465434;0.2274374;0.4744673;690.7;0.2185525;False;11/21/2025 4:14:07 PM:972;1763712847972;;
424;498;0.2611668;0.5456763;0.2143348;0.4787818;694.9;0.2079227;False;11/21/2025 4:14:07 PM:988;1763712847988;;
422;497;0.2600629;0.5444083;0.2139556;0.4663747;698.8;0.208108;False;11/21/2025 4:14:08 PM:4;1763712848004;;
